DATE,discharge,gage_ht,PRCP,TMAX,TMIN,TOBS,year,month,day
2017-05-29,852.2708333333334,5.693645833333334,0.0,,,,2017,05,29
2017-05-30,811.3333333333334,5.617291666666667,0.0,,,59.0,2017,05,30
2017-05-31,706.0416666666666,5.4238541666666675,0.0,77.0,53.0,56.0,2017,05,31
2017-06-01,664.5625,5.335729166666667,0.0,82.0,48.0,50.0,2017,06,01
2017-06-02,626.6666666666666,5.2625,0.0,83.0,48.0,52.0,2017,06,02
2017-06-03,599.40625,5.2046874999999995,,,,,2017,06,03
2017-06-04,565.7604166666666,5.128020833333333,,,,,2017,06,04
2017-06-05,519.3958333333334,5.027291666666667,0.0,,,51.0,2017,06,05
2017-06-06,502.4166666666667,4.981041666666667,0.0,91.0,50.0,51.0,2017,06,06
2017-06-07,496.8333333333333,4.9617708333333335,0.0,89.0,51.0,56.0,2017,06,07
2017-06-08,593.0729166666666,5.160416666666666,0.62,76.0,55.0,56.0,2017,06,08
2017-06-09,500.71875,4.955729166666667,0.03,70.0,49.0,52.0,2017,06,09
2017-06-10,457.9479166666667,4.853958333333334,,,,,2017,06,10
2017-06-11,433.34375,4.7882291666666665,,,,,2017,06,11
2017-06-12,406.9791666666667,4.708958333333333,0.15,,,49.0,2017,06,12
2017-06-13,381.4375,4.637604166666667,0.0,76.0,44.0,48.0,2017,06,13
2017-06-14,371.21875,4.601875,0.0,78.0,45.0,49.0,2017,06,14
2017-06-15,366.0,4.5790625,0.0,81.0,49.0,56.0,2017,06,15
2017-06-16,373.3854166666667,4.5965625,0.0,75.0,56.0,59.0,2017,06,16
2017-06-17,376.3020833333333,4.5946875,,,,,2017,06,17
2017-06-18,380.7395833333333,4.600833333333333,,,,,2017,06,18
2017-06-19,365.59375,4.555833333333333,0.0,,,62.0,2017,06,19
2017-06-20,352.8541666666667,4.505208333333333,0.0,103.0,62.0,68.0,2017,06,20
2017-06-21,325.6979166666667,4.423125,0.0,92.0,59.0,65.0,2017,06,21
2017-06-22,308.9270833333333,4.3722916666666665,0.0,95.0,56.0,64.0,2017,06,22
2017-06-23,294.28125,4.3259375,0.0,100.0,57.0,65.0,2017,06,23
2017-06-24,277.28125,4.2709375,,,,,2017,06,24
2017-06-25,265.2291666666667,4.230416666666667,,,,,2017,06,25
2017-06-26,255.17708333333334,4.197291666666667,0.0,,,66.0,2017,06,26
2017-06-27,237.72916666666666,4.135416666666667,0.0,94.0,54.0,59.0,2017,06,27
2017-06-28,224.19791666666666,4.080208333333333,0.0,99.0,55.0,59.0,2017,06,28
2017-06-29,212.85416666666666,4.033229166666667,0.0,94.0,57.0,58.0,2017,06,29
2017-06-30,204.82291666666666,4.002291666666666,0.0,98.0,54.0,60.0,2017,06,30
2017-07-01,197.5625,3.974270833333333,,,,,2017,07,01
2017-07-02,187.8125,3.934791666666667,,,,,2017,07,02
2017-07-03,182.1875,3.9117708333333336,0.0,,,61.0,2017,07,03
2017-07-04,176.84375,3.8892708333333332,0.0,,,,2017,07,04
2017-07-05,171.29166666666666,3.865625,0.0,101.0,57.0,63.0,2017,07,05
2017-07-06,163.42708333333334,3.8310416666666662,0.0,96.0,58.0,59.0,2017,07,06
2017-07-07,157.27083333333334,3.803645833333333,0.0,97.0,54.0,58.0,2017,07,07
2017-07-08,152.47916666666666,3.781458333333333,,,,,2017,07,08
2017-07-09,148.17708333333334,3.7619791666666664,,,,,2017,07,09
2017-07-10,144.72916666666666,3.7460416666666667,0.0,,,56.0,2017,07,10
2017-07-11,140.625,3.728125,,,,,2017,07,11
2017-07-12,136.45833333333334,3.7021875000000004,0.0,98.0,57.0,62.0,2017,07,12
2017-07-13,132.45833333333334,3.6772916666666666,0.0,101.0,55.0,59.0,2017,07,13
2017-07-14,129.14583333333334,3.6601041666666667,0.0,98.0,57.0,61.0,2017,07,14
2017-07-15,125.625,3.6421875,,,,,2017,07,15
2017-07-16,122.60416666666667,3.626666666666667,,,,,2017,07,16
2017-07-17,119.75,3.6119791666666665,0.0,,,58.0,2017,07,17
2017-07-18,117.46875,3.6004166666666664,0.0,99.0,53.0,59.0,2017,07,18
2017-07-19,116.88541666666667,3.5978125,0.0,91.0,51.0,56.0,2017,07,19
2017-07-20,116.20833333333333,3.595625,0.0,90.0,52.0,63.0,2017,07,20
2017-07-21,113.16666666666667,3.5809374999999997,0.0,92.0,54.0,57.0,2017,07,21
2017-07-22,109.73958333333333,3.557916666666667,,,,,2017,07,22
2017-07-23,106.42916666666667,3.5354166666666664,,,,,2017,07,23
2017-07-24,104.20625,3.5240625,0.0,,,67.0,2017,07,24
2017-07-25,102.83125,3.5175,0.08,102.0,64.0,67.0,2017,07,25
2017-07-26,101.55312500000001,3.5117708333333333,,,,,2017,07,26
2017-07-27,98.45208333333333,3.494270833333333,,,,,2017,07,27
2017-07-28,95.59270833333333,3.472291666666667,,,,,2017,07,28
2017-07-29,93.07916666666667,3.454166666666667,,,,,2017,07,29
2017-07-30,90.05208333333333,3.436458333333333,,,,,2017,07,30
2017-07-31,88.03333333333335,3.424791666666667,,,,,2017,07,31
2017-08-01,85.575,3.40875,,,,,2017,08,01
2017-08-02,82.90520833333333,3.3909375,0.0,113.0,64.0,66.0,2017,08,02
2017-08-03,81.93229166666667,3.384375,,,,,2017,08,03
2017-08-04,80.95208333333333,3.377708333333333,,,,,2017,08,04
2017-08-05,80.9625,3.3778124999999997,,,,,2017,08,05
2017-08-06,79.87291666666667,3.3703125000000003,,,,,2017,08,06
2017-08-07,78.64791666666666,3.361875,,,,,2017,08,07
2017-08-08,78.31666666666666,3.3594791666666666,,,,,2017,08,08
2017-08-09,77.08749999999999,3.350729166666667,,,,,2017,08,09
2017-08-10,76.09270833333333,3.3438541666666666,,,,,2017,08,10
2017-08-11,82.14895833333334,3.3858333333333337,,,,,2017,08,11
2017-08-12,76.41875,3.346041666666667,,,,,2017,08,12
2017-08-13,72.93958333333333,3.321145833333333,,,,,2017,08,13
2017-08-14,72.55833333333334,3.3183333333333334,,,,,2017,08,14
2017-08-15,71.26875,3.30875,0.0,83.0,54.0,54.0,2017,08,15
2017-08-16,69.34583333333333,3.294375,,,,,2017,08,16
2017-08-17,68.06979166666666,3.2846875,,,,,2017,08,17
2017-08-18,67.26875,3.2786458333333335,0.0,,54.0,56.0,2017,08,18
2017-08-19,66.334375,3.2714583333333334,,,,,2017,08,19
2017-08-20,66.37916666666666,3.271875,,,,,2017,08,20
2017-08-21,66.734375,3.2747916666666668,0.0,,,56.0,2017,08,21
2017-08-22,68.471875,3.288020833333333,0.0,,56.0,58.0,2017,08,22
2017-08-23,68.01458333333333,3.2846875,,,,,2017,08,23
2017-08-24,67.18541666666667,3.278333333333333,0.0,87.0,55.0,56.0,2017,08,24
2017-08-25,65.83541666666666,3.2678125,,,,,2017,08,25
2017-08-26,64.41354166666666,3.2565625,,,,,2017,08,26
2017-08-27,62.846875000000004,3.2441666666666666,,,,,2017,08,27
2017-08-28,62.54270833333333,3.2417708333333333,,,,,2017,08,28
2017-08-29,60.94479166666667,3.2289583333333334,0.0,95.0,54.0,55.0,2017,08,29
2017-08-30,60.119791666666664,3.222291666666667,0.0,94.0,50.0,51.0,2017,08,30
2017-08-31,59.550000000000004,3.2176041666666664,0.0,80.0,49.0,50.0,2017,08,31
2017-09-01,58.04895833333333,3.205208333333333,,,,,2017,09,01
2017-09-02,57.790625,3.2032291666666666,,,,,2017,09,02
2017-09-03,58.151041666666664,3.2062500000000003,,,,,2017,09,03
2017-09-04,57.8375,3.2036458333333333,,,,,2017,09,04
2017-09-05,58.2875,3.2073958333333334,,,,,2017,09,05
2017-09-06,60.61145833333333,3.2262500000000003,,,,,2017,09,06
2017-09-07,67.14999999999999,3.2775,,,,,2017,09,07
2017-09-08,66.48958333333333,3.2728125,0.25,84.0,60.0,62.0,2017,09,08
2017-09-09,62.13333333333333,3.2384375,,,,,2017,09,09
2017-09-10,59.411458333333336,3.2164583333333336,,,,,2017,09,10
2017-09-11,57.31979166666667,3.1991666666666667,0.0,,,63.0,2017,09,11
2017-09-12,56.33645833333333,3.1909375,0.0,102.0,56.0,62.0,2017,09,12
2017-09-13,56.18292682926829,3.1913924050632914,0.0,82.0,54.0,55.0,2017,09,13
2017-09-14,53.52413793103448,3.169019607843137,,,,,2017,09,14
2017-09-15,53.23275862068966,3.1665306122448977,,,,,2017,09,15
2017-09-16,53.11186440677966,3.165192307692308,,,,,2017,09,16
2017-09-17,52.91206896551724,3.164255319148936,,,,,2017,09,17
2017-09-18,58.49247311827957,3.208191489361702,,,,,2017,09,18
2017-09-19,65.85520833333334,3.267291666666667,0.73,67.0,50.0,51.0,2017,09,19
2017-09-20,75.296875,3.338229166666667,0.15,62.0,51.0,54.0,2017,09,20
2017-09-21,72.36770833333334,3.316770833333333,,,,,2017,09,21
2017-09-22,63.88958333333333,3.2525,0.0,65.0,40.0,40.0,2017,09,22
2017-09-23,60.08229166666666,3.2218750000000003,,,,,2017,09,23
2017-09-24,57.762499999999996,3.2030208333333334,,,,,2017,09,24
2017-09-25,56.446875,3.191875,,,,,2017,09,25
2017-09-26,55.40416666666667,3.182916666666667,0.0,85.0,45.0,47.0,2017,09,26
2017-09-27,54.50813953488372,3.175529411764706,0.0,89.0,47.0,47.0,2017,09,27
2017-09-28,53.58461538461539,3.1683783783783785,,,,,2017,09,28
2017-09-29,53.46395348837209,3.166785714285714,0.0,92.0,45.0,52.0,2017,09,29
2017-09-30,54.21558441558442,3.1738356164383563,,,,,2017,09,30
2017-10-01,53.214285714285715,3.165625,,,,,2017,10,01
2017-10-02,53.199999999999996,3.1645569620253164,,,,,2017,10,02
2017-10-03,53.625,3.1677083333333336,,,,,2017,10,03
2017-10-04,53.1551724137931,3.1642857142857146,,,,,2017,10,04
2017-10-05,52.94507042253521,3.1628358208955225,0.0,80.0,35.0,40.0,2017,10,05
2017-10-06,52.649230769230776,3.1606896551724137,0.0,81.0,37.0,37.0,2017,10,06
2017-10-07,52.32105263157895,3.16,,,,,2017,10,07
2017-10-08,52.05,3.16,,,,,2017,10,08
2017-10-09,51.79999999999999,,,,,,2017,10,09
2017-10-10,51.79999999999999,,0.0,,,35.0,2017,10,10
2017-10-11,51.79999999999999,,0.0,72.0,33.0,35.0,2017,10,11
2017-10-12,52.68474576271186,3.16,0.0,65.0,28.0,32.0,2017,10,12
2017-10-13,53.150000000000006,3.1637500000000003,0.0,67.0,32.0,37.0,2017,10,13
2017-10-14,52.69500000000001,3.16,,,,,2017,10,14
2017-10-15,52.29999999999999,,,,,,2017,10,15
2017-10-16,52.29999999999999,,0.0,,,34.0,2017,10,16
2017-10-17,52.29999999999999,,0.0,79.0,33.0,36.0,2017,10,17
2017-10-18,52.29999999999999,,0.0,81.0,35.0,35.0,2017,10,18
2017-10-19,60.303125,3.229655172413793,0.0,82.0,35.0,37.0,2017,10,19
2017-10-20,100.98125,3.5047916666666663,1.05,66.0,37.0,44.0,2017,10,20
2017-10-21,129.39583333333334,3.631770833333333,,,,,2017,10,21
2017-10-22,201.22916666666666,3.9882291666666667,,,,,2017,10,22
2017-10-23,138.26041666666666,3.7065625,,,,49.0,2017,10,23
2017-10-24,96.1875,3.4762500000000003,0.0,82.0,45.0,46.0,2017,10,24
2017-10-25,79.73958333333333,3.369375,0.0,84.0,45.0,46.0,2017,10,25
2017-10-26,71.90208333333332,3.313541666666667,0.0,80.0,40.0,42.0,2017,10,26
2017-10-27,68.27291666666667,3.2866666666666666,0.0,80.0,42.0,45.0,2017,10,27
2017-10-28,64.85000000000001,3.26,,,,,2017,10,28
2017-10-29,61.5875,3.2340625000000003,,,,,2017,10,29
2017-10-30,60.01666666666666,3.221666666666667,0.0,,,43.0,2017,10,30
2017-10-31,59.225,3.2152083333333334,,,,,2017,10,31
2017-11-01,58.512499999999996,3.209270833333333,0.0,77.0,35.0,37.0,2017,11,01
2017-11-02,57.550000000000004,3.20125,0.0,72.0,37.0,42.0,2017,11,02
2017-11-03,66.16250000000001,3.2696875,0.3,62.0,42.0,47.0,2017,11,03
2017-11-04,66.984375,3.276666666666667,,,,,2017,11,04
2017-11-05,68.163,3.285,,,,,2017,11,05
2017-11-06,72.17604166666668,3.3154166666666662,,,,,2017,11,06
2017-11-07,66.66875,3.2743749999999996,0.0,62.0,35.0,37.0,2017,11,07
2017-11-08,108.471875,3.4795833333333337,,,,,2017,11,08
2017-11-09,422.8854166666667,4.686979166666666,,49.0,39.0,47.0,2017,11,09
2017-11-10,592.4791666666666,5.0546875,,,,,2017,11,10
2017-11-11,371.0520833333333,4.542291666666666,,,,,2017,11,11
2017-11-12,223.57291666666666,4.076979166666667,,,,,2017,11,12
2017-11-13,426.90625,4.670729166666667,,,,,2017,11,13
2017-11-14,382.84375,4.581875,,52.0,39.0,41.0,2017,11,14
2017-11-15,335.65625,4.43625,0.02,56.0,41.0,44.0,2017,11,15
2017-11-16,611.1458333333334,5.113854166666667,0.87,49.0,42.0,44.0,2017,11,16
2017-11-17,421.5729166666667,4.6859375000000005,0.62,47.0,36.0,36.0,2017,11,17
2017-11-18,299.28125,4.339791666666667,,,,,2017,11,18
2017-11-19,236.83333333333334,4.127604166666667,,,,,2017,11,19
2017-11-20,1225.5729166666667,5.908437500000001,,,,39.0,2017,11,20
2017-11-21,1417.9270833333333,6.5353125,1.8,46.0,39.0,45.0,2017,11,21
2017-11-22,748.1979166666666,5.518125,0.07,53.0,38.0,51.0,2017,11,22
2017-11-23,803.1875,5.620729166666667,,,,,2017,11,23
2017-11-24,766.1145833333334,5.545208333333334,,,,38.0,2017,11,24
2017-11-25,495.5,4.964791666666667,,,,,2017,11,25
2017-11-26,507.0,4.982083333333333,,,,,2017,11,26
2017-11-27,535.3854166666666,5.0607291666666665,,,,38.0,2017,11,27
2017-11-28,422.5520833333333,4.7784375,0.0,55.0,38.0,40.0,2017,11,28
2017-11-29,377.625,4.651770833333333,0.06,47.0,34.0,35.0,2017,11,29
2017-11-30,321.21875,4.482083333333333,,,,,2017,11,30
2017-12-01,282.7395833333333,4.355416666666667,0.0,42.0,34.0,35.0,2017,12,01
2017-12-02,259.1145833333333,4.273229166666667,,,,,2017,12,02
2017-12-03,251.95833333333334,4.2465625000000005,,,,,2017,12,03
2017-12-04,225.30208333333334,4.142291666666667,,,,29.0,2017,12,04
2017-12-05,208.17708333333334,4.072395833333333,0.0,52.0,28.0,28.0,2017,12,05
2017-12-06,195.97916666666666,4.019791666666666,0.0,53.0,28.0,29.0,2017,12,06
2017-12-07,185.02083333333334,3.970833333333333,0.0,62.0,27.0,27.0,2017,12,07
2017-12-08,176.54166666666666,3.9327083333333337,0.0,56.0,26.0,29.0,2017,12,08
2017-12-09,171.125,3.905625,,,,,2017,12,09
2017-12-10,164.80208333333334,3.877708333333333,,,,,2017,12,10
2017-12-11,158.5,3.8475,,,,,2017,12,11
2017-12-12,152.64583333333334,3.818229166666667,,,,,2017,12,12
2017-12-13,148.64583333333334,3.7982291666666668,0.0,54.0,29.0,29.0,2017,12,13
2017-12-14,147.16666666666666,3.7908333333333335,0.0,52.0,29.0,30.0,2017,12,14
2017-12-15,144.33333333333334,3.776666666666667,0.0,55.0,30.0,31.0,2017,12,15
2017-12-16,141.71875,3.762395833333333,,,,,2017,12,16
2017-12-17,137.125,3.735625,,,,,2017,12,17
2017-12-18,132.97916666666666,3.7148958333333333,0.0,,,28.0,2017,12,18
2017-12-19,167.14583333333334,3.8630208333333336,0.0,54.0,28.0,32.0,2017,12,19
2017-12-20,230.4375,4.16,1.1,47.0,32.0,32.0,2017,12,20
2017-12-21,190.70833333333334,3.9961458333333333,0.0,45.0,28.0,28.0,2017,12,21
2017-12-22,175.97916666666666,3.9295833333333334,0.0,49.0,28.0,33.0,2017,12,22
2017-12-23,165.8125,3.8821875,,,,,2017,12,23
2017-12-24,159.6875,3.8534375,,,,,2017,12,24
2017-12-25,160.97916666666666,3.8598958333333333,,,,,2017,12,25
2017-12-26,161.25,3.86125,,,,,2017,12,26
2017-12-27,157.1875,3.8409375000000003,0.0,55.0,33.0,40.0,2017,12,27
2017-12-28,156.9375,3.8396875,0.0,55.0,39.0,39.0,2017,12,28
2017-12-29,154.64583333333334,3.8282291666666666,0.0,49.0,39.0,39.0,2017,12,29
2017-12-30,186.48958333333334,3.975,,,,,2017,12,30
2017-12-31,190.14583333333334,3.993854166666667,,,,,2017,12,31
2018-01-01,176.89583333333334,3.9339583333333334,,,,,2018,01,01
2018-01-02,168.83333333333334,3.895208333333333,0.0,,,38.0,2018,01,02
2018-01-03,163.65625,3.8732291666666665,,,,,2018,01,03
2018-01-04,168.88541666666666,3.8944791666666667,,54.0,38.0,44.0,2018,01,04
2018-01-05,225.70833333333334,4.137604166666667,0.3,52.0,44.0,47.0,2018,01,05
2018-01-06,214.71875,4.098645833333333,,,,,2018,01,06
2018-01-07,185.05208333333334,3.9713541666666665,,,,,2018,01,07
2018-01-08,180.23958333333334,3.9492708333333333,,,,37.0,2018,01,08
2018-01-09,206.86458333333334,4.065416666666667,0.0,46.0,37.0,43.0,2018,01,09
2018-01-10,226.85416666666666,4.148541666666667,0.58,56.0,38.0,38.0,2018,01,10
2018-01-11,257.6666666666667,4.259791666666667,0.03,46.0,38.0,44.0,2018,01,11
2018-01-12,310.21875,4.445729166666667,0.18,55.0,40.0,41.0,2018,01,12
2018-01-13,261.0416666666667,4.2796875000000005,,,,,2018,01,13
2018-01-14,233.4375,4.1746875,,,,,2018,01,14
2018-01-15,221.08333333333334,4.124895833333333,,,,,2018,01,15
2018-01-16,339.6458333333333,4.538020833333333,,,,44.0,2018,01,16
2018-01-17,291.21875,4.3840625,0.0,53.0,42.0,45.0,2018,01,17
2018-01-18,451.28125,4.8410416666666665,1.04,53.0,44.0,46.0,2018,01,18
2018-01-19,527.46875,5.044479166666666,0.85,48.0,34.0,35.0,2018,01,19
2018-01-20,437.3020833333333,4.817708333333333,,,,,2018,01,20
2018-01-21,415.8854166666667,4.7595833333333335,,,,,2018,01,21
2018-01-22,399.65625,4.714895833333333,,,,,2018,01,22
2018-01-23,361.8125,4.60625,,,,38.0,2018,01,23
2018-01-24,659.9583333333334,5.307083333333334,0.73,46.0,37.0,41.0,2018,01,24
2018-01-25,641.2395833333334,5.3003124999999995,1.2,42.0,31.0,31.0,2018,01,25
2018-01-26,507.3541666666667,4.996041666666667,0.46,40.0,31.0,34.0,2018,01,26
2018-01-27,482.75,4.935104166666666,,,,,2018,01,27
2018-01-28,547.9895833333334,5.093854166666667,,,,,2018,01,28
2018-01-29,537.375,5.0690625,,,,42.0,2018,01,29
2018-01-30,533.4270833333334,5.0597916666666665,0.0,55.0,42.0,42.0,2018,01,30
2018-01-31,531.15625,5.05375,0.0,58.0,37.0,37.0,2018,01,31
2018-02-01,486.4791666666667,4.946041666666667,0.0,54.0,37.0,38.0,2018,02,01
2018-02-02,531.0729166666666,5.0528125,0.0,58.0,38.0,38.0,2018,02,02
2018-02-03,670.3541666666666,5.361770833333334,,,,,2018,02,03
2018-02-04,778.0208333333334,5.578541666666666,,,,,2018,02,04
2018-02-05,745.2708333333334,5.5140625000000005,0.0,,,39.0,2018,02,05
2018-02-06,634.2291666666666,5.286145833333333,0.0,68.0,32.0,32.0,2018,02,06
2018-02-07,549.4166666666666,5.096666666666667,0.0,67.0,32.0,32.0,2018,02,07
2018-02-08,529.4895833333334,5.050208333333333,0.0,71.0,32.0,37.0,2018,02,08
2018-02-09,518.125,5.0226041666666665,0.0,70.0,31.0,32.0,2018,02,09
2018-02-10,472.4270833333333,4.9096874999999995,,,,,2018,02,10
2018-02-11,422.5625,4.77875,,,,,2018,02,11
2018-02-12,383.5,4.669270833333333,,,,32.0,2018,02,12
2018-02-13,348.3125,4.5659374999999995,0.0,55.0,26.0,26.0,2018,02,13
2018-02-14,322.6770833333333,4.4871875,0.0,62.0,26.0,32.0,2018,02,14
2018-02-15,299.875,4.412916666666667,0.0,57.0,27.0,29.0,2018,02,15
2018-02-16,281.78125,4.352604166666667,0.0,62.0,27.0,27.0,2018,02,16
2018-02-17,270.2604166666667,4.311979166666666,,,,,2018,02,17
2018-02-18,272.8229166666667,4.321770833333333,,,,,2018,02,18
2018-02-19,256.2604166666667,4.2628125,,,,,2018,02,19
2018-02-20,239.91666666666666,4.200833333333334,0.0,,,24.0,2018,02,20
2018-02-21,232.26041666666666,4.169895833333333,0.35,45.0,24.0,33.0,2018,02,21
2018-02-22,226.07291666666666,4.1453125,0.2,47.0,29.0,30.0,2018,02,22
2018-02-23,212.71875,4.091458333333334,0.0,50.0,25.0,25.0,2018,02,23
2018-02-24,210.03125,4.0798958333333335,,,,,2018,02,24
2018-02-25,209.125,4.074895833333334,,,,,2018,02,25
2018-02-26,217.55208333333334,4.1109374999999995,,,,33.0,2018,02,26
2018-02-27,199.61458333333334,4.035833333333334,0.0,47.0,23.0,24.0,2018,02,27
2018-02-28,201.72916666666666,4.0434375,,,,,2018,02,28
2018-03-01,262.3854166666667,4.283854166666667,1.19,56.0,26.0,41.0,2018,03,01
2018-03-02,257.0833333333333,4.2659375,0.88,71.0,31.0,36.0,2018,03,02
2018-03-03,240.36458333333334,4.202604166666666,,,,,2018,03,03
2018-03-04,234.73958333333334,4.179895833333333,,,,,2018,03,04
2018-03-05,227.84375,4.1521875,0.0,,,35.0,2018,03,05
2018-03-06,226.51041666666666,4.146770833333333,0.0,59.0,32.0,35.0,2018,03,06
2018-03-07,234.76041666666666,4.1796875,0.0,67.0,35.0,36.0,2018,03,07
2018-03-08,337.5520833333333,4.525416666666667,0.81,59.0,36.0,46.0,2018,03,08
2018-03-09,767.09375,5.5382291666666665,1.46,57.0,42.0,43.0,2018,03,09
2018-03-10,702.7083333333334,5.427083333333333,,,,,2018,03,10
2018-03-11,591.7391304347826,5.193804347826087,,,,,2018,03,11
2018-03-12,587.7708333333334,5.185416666666667,,,,,2018,03,12
2018-03-13,945.3020833333334,5.8528125,,,,,2018,03,13
2018-03-14,875.875,5.755208333333333,,,,,2018,03,14
2018-03-15,687.7708333333334,5.398541666666667,0.1,59.0,32.0,33.0,2018,03,15
2018-03-16,594.1875,5.199166666666667,,,,,2018,03,16
2018-03-17,523.9166666666666,5.0363541666666665,,,,,2018,03,17
2018-03-18,472.4270833333333,4.909895833333334,,,,,2018,03,18
2018-03-19,435.1770833333333,4.812708333333333,,,,,2018,03,19
2018-03-20,413.3541666666667,4.753854166666667,,,,,2018,03,20
2018-03-21,457.03125,4.868229166666667,,,,,2018,03,21
2018-03-22,736.375,5.4948958333333335,,,,,2018,03,22
2018-03-23,660.53125,5.3428125,,,,,2018,03,23
2018-03-24,605.1979166666666,5.223541666666667,,,,,2018,03,24
2018-03-25,543.5520833333334,5.083125,,,,,2018,03,25
2018-03-26,500.2083333333333,4.979583333333333,,,,,2018,03,26
2018-03-27,474.46875,4.9153125,,,,,2018,03,27
2018-03-28,493.9791666666667,4.964375,,,,,2018,03,28
2018-03-29,559.9791666666666,5.121458333333334,,,,,2018,03,29
2018-03-30,604.1770833333334,5.221979166666666,,,,,2018,03,30
2018-03-31,645.40625,5.310520833333333,,,,,2018,03,31
2018-04-01,675.8854166666666,5.374479166666667,,,,,2018,04,01
2018-04-02,661.5729166666666,5.345,0.0,,,46.0,2018,04,02
2018-04-03,602.4166666666666,5.2171875000000005,0.0,68.0,31.0,32.0,2018,04,03
2018-04-04,557.0416666666666,5.114791666666666,0.0,70.0,31.0,45.0,2018,04,04
2018-04-05,640.6666666666666,5.292604166666667,0.0,71.0,45.0,49.0,2018,04,05
2018-04-06,1117.6041666666667,6.160520833333333,1.06,57.0,49.0,50.0,2018,04,06
2018-04-07,1943.2291666666667,7.232500000000001,,,,,2018,04,07
2018-04-08,1408.0208333333333,6.577604166666667,,,,,2018,04,08
2018-04-09,1049.3541666666667,6.0519791666666665,,,,,2018,04,09
2018-04-10,960.7708333333334,5.907291666666667,2.2,77.0,39.0,50.0,2018,04,10
2018-04-11,894.65625,5.7921875,,,,,2018,04,11
2018-04-12,802.4375,5.624270833333333,,,,,2018,04,12
2018-04-13,717.8958333333334,5.459791666666667,,,,,2018,04,13
2018-04-14,672.9270833333334,5.368958333333333,,,,,2018,04,14
2018-04-15,713.7395833333334,5.451354166666667,,,,,2018,04,15
2018-04-16,716.59375,5.4571875,,,,,2018,04,16
2018-04-17,642.4270833333334,5.304270833333333,,,,,2018,04,17
2018-04-18,593.2291666666666,5.197395833333333,0.0,61.0,41.0,41.0,2018,04,18
2018-04-19,553.2708333333334,5.1059375000000005,0.0,64.0,35.0,37.0,2018,04,19
2018-04-20,530.8020833333334,5.053229166666667,0.0,69.0,37.0,39.0,2018,04,20
2018-04-21,535.1145833333334,5.063541666666667,,,,,2018,04,21
2018-04-22,540.4270833333334,5.075833333333333,,,,,2018,04,22
2018-04-23,537.4479166666666,5.068854166666667,0.0,,,42.0,2018,04,23
2018-04-24,554.5729166666666,5.10875,0.0,85.0,42.0,46.0,2018,04,24
2018-04-25,614.4479166666666,5.243333333333333,0.0,88.0,46.0,49.0,2018,04,25
2018-04-26,671.84375,5.365416666666667,0.0,92.0,47.0,51.0,2018,04,26
2018-04-27,633.59375,5.2830208333333335,0.0,89.0,46.0,52.0,2018,04,27
2018-04-28,540.8125,5.076770833333334,,,,,2018,04,28
2018-04-29,504.8645833333333,4.990833333333334,,,,,2018,04,29
2018-04-30,465.9791666666667,4.8934375,,,,45.0,2018,04,30
2018-05-01,436.6979166666667,4.8168750000000005,0.0,64.0,35.0,38.0,2018,05,01
2018-05-02,420.2708333333333,4.7726041666666665,0.0,72.0,38.0,44.0,2018,05,02
2018-05-03,427.59375,4.7921875,0.0,71.0,41.0,46.0,2018,05,03
2018-05-04,446.9479166666667,4.8434375,0.0,84.0,45.0,48.0,2018,05,04
2018-05-05,447.6041666666667,4.8453124999999995,,,,,2018,05,05
2018-05-06,455.03125,4.864583333333333,,,,,2018,05,06
2018-05-07,431.2604166666667,4.8015625,0.0,,,49.0,2018,05,07
2018-05-08,415.5,4.7593749999999995,0.0,89.0,49.0,52.0,2018,05,08
2018-05-09,408.3645833333333,4.739375,0.0,80.0,52.0,55.0,2018,05,09
2018-05-10,376.0104166666667,4.6475,0.0,79.0,43.0,46.0,2018,05,10
2018-05-11,344.5520833333333,4.554479166666666,0.0,73.0,41.0,46.0,2018,05,11
2018-05-12,326.09375,4.498020833333333,,,,,2018,05,12
2018-05-13,324.375,4.4925,,,,,2018,05,13
2018-05-14,322.40625,4.48625,0.0,,,53.0,2018,05,14
2018-05-15,323.0416666666667,4.487291666666667,0.0,92.0,52.0,56.0,2018,05,15
2018-05-16,333.0208333333333,4.518854166666666,0.15,83.0,56.0,56.0,2018,05,16
2018-05-17,302.84375,4.4228125,0.12,70.0,52.0,55.0,2018,05,17
2018-05-18,281.4479166666667,4.350416666666667,0.0,86.0,50.0,53.0,2018,05,18
2018-05-19,260.8645833333333,4.27875,,,,,2018,05,19
2018-05-20,247.61458333333334,4.230416666666667,,,,,2018,05,20
2018-05-21,236.72916666666666,4.1878125,0.0,,,46.0,2018,05,21
2018-05-22,227.26041666666666,4.1499999999999995,0.0,87.0,46.0,54.0,2018,05,22
2018-05-23,222.16666666666666,4.129791666666667,0.0,93.0,54.0,59.0,2018,05,23
2018-05-24,212.80208333333334,4.0909375,0.0,88.0,55.0,59.0,2018,05,24
2018-05-25,221.15625,4.125208333333333,0.05,87.0,56.0,58.0,2018,05,25
2018-05-26,213.21875,4.092604166666667,,,,,2018,05,26
2018-05-27,192.96875,4.006458333333334,,,,,2018,05,27
2018-05-28,184.14583333333334,3.9673958333333332,0.0,,,,2018,05,28
2018-05-29,177.59375,3.9361458333333332,0.0,,,55.0,2018,05,29
2018-05-30,170.8125,3.9055208333333336,0.0,85.0,48.0,52.0,2018,05,30
