DATE,PRCP_happycamp,TMAX_happycamp,TMIN_happycamp,TOBS_happycamp,PRCP_orleans,PRCP_salmonriver,PRCP_cavejunction,discharge_IndianCreek,gage_ht_IndianCreek,discharge_IndianCreek_daily_change,discharge_SalmonRiver,gage_ht_SalmonRiver,discharge_SalmonRiver_daily_change,discharge_SuckerCreek,gage_ht_SuckerCreek,discharge_SuckerCreek_daily_change,year,month,day
2016-05-21,,,,,,1.0,,258.0625,4.765104166666666,-10.40625,40572.916666666664,,-2994.7916666666715,172.75,1.7304166666666667,0.1458333333333428,2016,05,21
2016-05-22,,,,,,4.8,,252.82291666666666,4.746145833333333,-5.239583333333343,37476.041666666664,,-3096.875,169.23958333333334,1.720625,-3.510416666666657,2016,05,22
2016-05-23,,,,47.0,,0.8,,244.53125,4.7115625,-8.291666666666657,34083.333333333336,,-3392.7083333333285,159.54166666666666,1.6928124999999998,-9.697916666666686,2016,05,23
2016-05-24,0.0,70.0,40.0,43.0,,0.0,,236.5625,4.677604166666667,-7.96875,30980.208333333332,,-3103.1250000000036,152.05208333333334,1.6702083333333333,-7.489583333333314,2016,05,24
2016-05-25,,,,,,2.0,,225.48958333333334,4.635416666666667,-11.072916666666657,28452.083333333332,,-2528.125,147.125,1.6554166666666665,-4.927083333333343,2016,05,25
2016-05-26,0.0,83.0,42.0,44.0,,0.5,,218.38541666666666,4.607291666666667,-7.104166666666686,26826.041666666668,,-1626.0416666666642,139.65625,1.6321875,-7.46875,2016,05,26
2016-05-27,0.0,81.0,42.0,43.0,,0.0,,211.17708333333334,4.578125,-7.208333333333314,25881.25,,-944.7916666666679,135.5625,1.6185416666666665,-4.09375,2016,05,27
2016-05-28,,,,,,0.0,,203.76041666666666,4.548020833333333,-7.416666666666686,25118.75,,-762.5,129.625,1.5998958333333333,-5.9375,2016,05,28
2016-05-29,,,,,,0.0,,197.65625,4.523020833333333,-6.104166666666657,24821.875,,-296.875,125.5,1.5873958333333336,-4.125,2016,05,29
2016-05-30,,,,,,0.0,,192.39583333333334,4.501666666666666,-5.260416666666657,24994.791666666668,,172.91666666666788,121.40625,1.5746875000000002,-4.09375,2016,05,30
2016-05-31,0.0,,,49.0,,0.0,,187.27083333333334,4.480208333333334,-5.125,25217.708333333332,,222.91666666666424,118.3125,1.564375,-3.09375,2016,05,31
2016-06-01,,,,,,0.0,,182.47916666666666,4.4584375,-4.791666666666686,25548.958333333332,,331.25,115.5,1.555,-2.8125,2016,06,01
2016-06-02,,,,,,0.0,,175.22916666666666,4.426770833333333,-7.25,26419.791666666668,,870.8333333333358,111.53125,1.5417708333333333,-3.96875,2016,06,02
2016-06-03,,,,,,0.0,,169.21875,4.3999999999999995,-6.010416666666657,26683.333333333332,,263.54166666666424,108.53125,1.5317708333333335,-3.0,2016,06,03
2016-06-04,,,,,,0.0,,166.66666666666666,4.388541666666667,-2.552083333333343,27657.291666666668,,973.9583333333358,105.83645833333333,1.5228125,-2.6947916666666742,2016,06,04
2016-06-05,,,,,,0.3,,160.53125,4.359791666666666,-6.135416666666657,29497.916666666668,,1840.625,102.57604166666665,1.511875,-3.2604166666666714,2016,06,05
2016-06-06,,,,,,0.0,,156.91666666666666,4.3429166666666665,-3.614583333333343,31927.083333333332,,2429.1666666666642,98.83229166666666,1.4991666666666665,-3.7437499999999915,2016,06,06
2016-06-07,,,,,,0.0,,151.22916666666666,4.316145833333333,-5.6875,34191.666666666664,,2264.583333333332,95.38958333333333,1.4870833333333333,-3.4427083333333286,2016,06,07
2016-06-08,,,,,,0.0,,144.95833333333334,4.284791666666666,-6.270833333333314,33260.416666666664,,-931.25,93.35208333333333,1.4797916666666666,-2.0375000000000085,2016,06,08
2016-06-09,,,,,,0.0,,140.625,4.263125,-4.333333333333343,32138.541666666668,,-1121.8749999999964,92.546875,1.4767708333333334,-0.8052083333333258,2016,06,09
2016-06-10,,,,,,0.0,,137.41666666666666,4.247083333333333,-3.208333333333343,30030.208333333332,,-2108.3333333333358,90.73645833333335,1.47,-1.8104166666666544,2016,06,10
2016-06-11,,,,,,0.0,,134.16666666666666,4.230833333333334,-3.25,27267.708333333332,,-2762.5,88.21875,1.4604166666666665,-2.5177083333333456,2016,06,11
2016-06-12,,,,,,0.0,,130.07291666666666,4.2090625,-4.09375,24618.75,,-2648.958333333332,84.91562499999999,1.4473958333333332,-3.3031250000000085,2016,06,12
2016-06-13,,,,,,0.0,,126.94791666666667,4.192916666666666,-3.124999999999986,22405.208333333332,,-2213.541666666668,82.63437499999999,1.4383333333333332,-2.28125,2016,06,13
2016-06-14,,,,,,0.0,,127.02083333333333,4.1934375,0.07291666666665719,20996.875,,-1408.3333333333321,90.49791666666665,1.46875,7.863541666666663,2016,06,14
2016-06-15,,,,,,0.0,,125.64583333333333,4.187083333333334,-1.375,20485.416666666668,,-511.4583333333321,97.91157894736843,1.4962105263157894,7.413662280701772,2016,06,15
2016-06-16,,,,,,0.0,,125.76041666666667,4.186875,0.11458333333334281,19562.5,,-922.9166666666679,98.91458333333333,1.4997916666666666,1.0030043859648998,2016,06,16
2016-06-17,,,,,,6.6,,133.91666666666666,4.229583333333333,8.156249999999986,19438.541666666668,,-123.95833333333212,103.8625,1.51625,4.947916666666671,2016,06,17
2016-06-18,,,,,,8.9,,129.4375,4.205625,-4.479166666666657,17677.083333333332,,-1761.4583333333358,107.72604166666667,1.5289583333333334,3.863541666666677,2016,06,18
2016-06-19,,,,,,0.0,,120.10416666666667,4.154375,-9.333333333333329,16263.541666666666,,-1413.541666666666,91.53333333333335,1.4729166666666667,-16.19270833333333,2016,06,19
2016-06-20,,,,,,0.0,,114.94791666666667,4.127291666666667,-5.15625,15132.291666666666,,-1131.25,87.68854166666667,1.4583333333333333,-3.84479166666668,2016,06,20
2016-06-21,,,,,,0.0,,111.09375,4.105416666666667,-3.8541666666666714,14364.583333333334,,-767.7083333333321,84.828125,1.4469791666666667,-2.8604166666666657,2016,06,21
2016-06-22,,,,,,0.0,,107.63541666666667,4.0841666666666665,-3.4583333333333286,13733.333333333334,,-631.25,80.43645833333333,1.4292708333333335,-4.391666666666666,2016,06,22
2016-06-23,,,,,,0.0,,104.89583333333333,4.068125,-2.739583333333343,13258.333333333334,,-475.0,79.675,1.4261458333333332,-0.7614583333333371,2016,06,23
2016-06-24,,,,,,0.0,,103.22395833333333,4.0584375,-1.671875,12894.791666666666,,-363.5416666666679,78.10833333333333,1.4195833333333334,-1.5666666666666629,2016,06,24
2016-06-25,,,,,,0.0,,100.38645833333334,4.0417708333333335,-2.8374999999999915,12506.25,,-388.54166666666606,76.378125,1.4122916666666665,-1.7302083333333371,2016,06,25
2016-06-26,,,,,,0.0,,97.58229166666666,4.02375,-2.8041666666666742,12107.291666666666,,-398.95833333333394,75.28750000000001,1.4075,-1.0906249999999886,2016,06,26
2016-06-27,,,,,,0.0,,94.39166666666667,4.003854166666667,-3.190624999999997,11631.25,,-476.04166666666606,70.92291666666667,1.3884375,-4.364583333333343,2016,06,27
2016-06-28,,,,,,0.0,,92.52708333333334,3.990520833333333,-1.8645833333333286,11178.125,,-453.125,69.67291666666667,1.3828125,-1.25,2016,06,28
2016-06-29,,,,,,0.0,,89.80729166666667,3.97125,-2.7197916666666657,10711.458333333334,,-466.66666666666606,67.02604166666667,1.3705208333333332,-2.6468749999999943,2016,06,29
2016-06-30,,,,,,0.0,,86.80104166666666,3.9491666666666667,-3.0062500000000085,10323.958333333334,,-387.5,65.59895833333333,1.3637500000000002,-1.4270833333333428,2016,06,30
2016-07-01,,,,,,0.0,,84.84791666666666,3.9346875000000003,-1.953125,10089.583333333334,,-234.375,64.98125,1.3607291666666665,-0.6177083333333258,2016,07,01
2016-07-02,,,,,,0.0,,83.18333333333332,3.9205208333333332,-1.66458333333334,9934.0625,,-155.52083333333394,62.481249999999996,1.3486458333333333,-2.500000000000007,2016,07,02
2016-07-03,,,,,,0.0,,81.75104166666667,3.9101041666666667,-1.4322916666666572,9664.895833333334,,-269.16666666666606,61.73854166666667,1.345,-0.7427083333333258,2016,07,03
2016-07-04,,,,,,0.0,,79.38125,3.8936458333333337,-2.3697916666666714,9239.895833333334,,-425.0,59.64270833333333,1.3344791666666669,-2.0958333333333385,2016,07,04
2016-07-05,,,,,,0.0,,77.94479166666666,3.8835416666666664,-1.4364583333333343,8863.75,,-376.14583333333394,58.565625000000004,1.3290625,-1.0770833333333272,2016,07,05
2016-07-06,,,,,,0.0,,77.18958333333333,3.878229166666667,-0.7552083333333286,8498.75,,-365.0,58.26770833333333,1.3273958333333333,-0.2979166666666728,2016,07,06
2016-07-07,,,,,,0.0,,76.8375,3.8757291666666664,-0.35208333333332575,8258.958333333334,,-239.79166666666606,56.49166666666667,1.3182291666666668,-1.7760416666666643,2016,07,07
2016-07-08,,,,,,0.0,,83.60312499999999,3.926458333333333,6.765624999999986,7995.9375,,-263.02083333333394,67.64166666666667,1.3715624999999998,11.149999999999999,2016,07,08
2016-07-09,,,,,,5.6,,94.83437500000001,4.0065625,11.231250000000017,7816.458333333333,,-179.47916666666697,81.28958333333334,1.4324999999999999,13.647916666666674,2016,07,09
2016-07-10,,,,,,0.0,,87.16249999999998,3.9536458333333333,-7.671875000000028,7995.9375,,179.47916666666697,70.52187500000001,1.3867708333333333,-10.767708333333331,2016,07,10
2016-07-11,,,,,,0.0,,84.43229166666667,3.9285416666666664,-2.7302083333333087,9592.708333333334,,1596.770833333334,67.62291666666667,1.3732291666666665,-2.89895833333334,2016,07,11
2016-07-12,,,,,,0.0,,79.49895833333333,3.8946875,-4.933333333333337,9599.6875,,6.97916666666606,59.79479166666667,1.3452083333333336,-7.828125,2016,07,12
2016-07-13,,,,,,0.0,,77.05416666666666,3.8772916666666664,-2.4447916666666742,9001.354166666666,,-598.3333333333339,57.442708333333336,1.3332291666666667,-2.352083333333333,2016,07,13
2016-07-14,,,,,,0.0,,74.32083333333334,3.8575,-2.73333333333332,8507.395833333334,,-493.9583333333321,54.80625,1.3191666666666666,-2.636458333333337,2016,07,14
2016-07-15,,,,,,0.0,,71.521875,3.8368749999999996,-2.7989583333333456,7806.875,,-700.5208333333339,53.36354166666666,1.3113541666666666,-1.4427083333333357,2016,07,15
2016-07-16,,,,,,0.0,,69.96354166666667,3.825208333333333,-1.558333333333323,7310.416666666667,,-496.45833333333303,53.791666666666664,1.3136458333333334,0.4281250000000014,2016,07,16
2016-07-17,,,,,,0.0,,68.79375,3.8163541666666667,-1.1697916666666686,6966.25,,-344.16666666666697,50.901041666666664,1.303125,-2.890625,2016,07,17
2016-07-18,,,,,,0.0,,69.49166666666666,3.821875,0.6979166666666572,6704.166666666667,,-262.08333333333303,51.42291666666667,1.3105208333333334,0.5218750000000085,2016,07,18
2016-07-19,,,,,,0.0,,69.01041666666667,3.818020833333333,-0.48124999999998863,6465.208333333333,,-238.95833333333394,53.44166666666666,1.3216666666666668,2.01874999999999,2016,07,19
2016-07-20,,,,,,0.0,,67.01770833333333,3.8028125,-1.99270833333334,6194.791666666667,,-270.41666666666606,50.21770833333333,1.3033333333333335,-3.2239583333333357,2016,07,20
2016-07-21,,,,,,0.0,,65.23333333333333,3.788854166666667,-1.7843749999999972,5963.75,,-231.04166666666697,48.24583333333334,1.2919791666666667,-1.97187499999999,2016,07,21
2016-07-22,,,,,,0.0,,63.62916666666666,3.7762499999999997,-1.6041666666666714,5736.145833333333,,-227.60416666666697,46.14791666666667,1.2807291666666667,-2.09791666666667,2016,07,22
2016-07-23,,,,,,0.0,,62.496874999999996,3.7669791666666668,-1.1322916666666671,5537.291666666667,,-198.85416666666606,43.20104166666667,1.27125,-2.9468749999999986,2016,07,23
2016-07-24,,,,,,0.0,,60.50104166666666,3.7507291666666664,-1.9958333333333371,5380.625,,-156.66666666666697,41.4625,1.2598958333333334,-1.73854166666667,2016,07,24
2016-07-25,,,,,,0.0,,59.340624999999996,3.7412500000000004,-1.1604166666666629,5276.666666666667,,-103.95833333333303,40.119791666666664,1.25125,-1.3427083333333343,2016,07,25
2016-07-26,,,,,,0.0,,58.06875,3.7305208333333333,-1.2718749999999943,5173.958333333333,,-102.70833333333394,40.016304347826086,1.2502173913043477,-0.10348731884057827,2016,07,26
2016-07-27,,,,,,0.0,,56.703125,3.718958333333333,-1.3656250000000014,5072.395833333333,,-101.5625,,1.2610714285714286,,2016,07,27
2016-07-28,,,,,,0.0,,55.37395833333333,3.7076041666666666,-1.3291666666666728,4993.125,,-79.27083333333303,,,,2016,07,28
2016-07-29,,,,,,0.0,,53.909375000000004,3.6946875,-1.464583333333323,4888.333333333333,,-104.79166666666697,,1.20125,,2016,07,29
2016-07-30,,,,,,0.0,,52.567708333333336,3.682916666666667,-1.3416666666666686,4781.041666666667,,-107.29166666666606,32.30416666666667,1.1952083333333332,,2016,07,30
2016-07-31,,,,,,0.0,,51.606249999999996,3.674375,-0.96145833333334,4622.395833333333,,-158.64583333333394,31.5625,1.1892708333333333,-0.7416666666666671,2016,07,31
2016-08-01,,,,,,0.0,,51.140625,3.6702083333333335,-0.46562499999999574,4477.083333333333,,-145.3125,30.983333333333334,1.1845833333333333,-0.5791666666666657,2016,08,01
2016-08-02,,,,,,0.0,,50.77395833333333,3.6668749999999997,-0.36666666666666714,4365.104166666667,,-111.97916666666606,30.71875,1.1824999999999999,-0.2645833333333343,2016,08,02
2016-08-03,,,,,,0.0,,49.98645833333333,3.6596875,-0.7875000000000014,4284.479166666667,,-80.625,29.95,1.1761458333333332,-0.7687500000000007,2016,08,03
2016-08-04,,,,,,0.0,,49.322916666666664,3.6534375000000003,-0.6635416666666671,4205.104166666667,,-79.375,29.777083333333334,1.1746874999999999,-0.17291666666666572,2016,08,04
2016-08-05,,,,,,0.0,,48.315625000000004,3.6440625,-1.00729166666666,4154.166666666667,,-50.9375,28.962500000000002,1.1677083333333333,-0.8145833333333314,2016,08,05
2016-08-06,,,,,,0.0,,48.27395833333333,3.6437500000000003,-0.041666666666671404,4126.458333333333,,-27.70833333333394,29.09375,1.1690625,0.13124999999999787,2016,08,06
2016-08-07,,,,,,0.0,,48.02291666666667,3.641458333333333,-0.2510416666666657,4135.833333333333,,9.375,28.87291666666667,1.1669791666666665,-0.22083333333333144,2016,08,07
2016-08-08,,,,,,0.0,,47.89791666666667,3.6403125000000003,-0.125,4267.1875,,131.35416666666697,28.71666666666667,1.165625,-0.15625,2016,08,08
2016-08-09,,,,,,0.0,,48.03125,3.6415624999999996,0.13333333333333286,4300.9375,,33.75,28.708333333333332,1.165625,-0.008333333333336412,2016,08,09
2016-08-10,,,,,,0.0,,47.40833333333333,3.6356249999999997,-0.6229166666666686,4252.604166666667,,-48.33333333333303,28.55,1.1641666666666666,-0.15833333333333144,2016,08,10
2016-08-11,,,,,,0.0,,46.11875,3.623333333333333,-1.2895833333333329,4165.416666666667,,-87.1875,27.527083333333334,1.1546874999999999,-1.0229166666666671,2016,08,11
2016-08-12,,,,,,0.0,,44.63125,3.6089583333333333,-1.4874999999999972,4097.8125,,-67.60416666666697,26.118750000000002,1.1411458333333333,-1.4083333333333314,2016,08,12
2016-08-13,,,,,,0.0,,43.290625000000006,3.5957291666666666,-1.3406249999999957,4009.1666666666665,,-88.64583333333348,25.442708333333332,1.1340625,-0.67604166666667,2016,08,13
2016-08-14,,,,,,0.0,,42.775000000000006,3.5907291666666663,-0.515625,3930.7291666666665,,-78.4375,25.193749999999998,1.1314583333333335,-0.24895833333333428,2016,08,14
2016-08-15,,,,,,0.0,,42.25833333333333,3.5854166666666667,-0.5166666666666728,3844.1666666666665,,-86.5625,24.96875,1.1291666666666667,-0.22499999999999787,2016,08,15
2016-08-16,,,,,,0.0,,41.213541666666664,3.5747916666666666,-1.0447916666666686,3765.5208333333335,,-78.64583333333303,24.39270833333333,1.1230208333333334,-0.5760416666666686,2016,08,16
2016-08-17,,,,,,0.0,,40.378125000000004,3.56625,-0.83541666666666,3711.0416666666665,,-54.47916666666697,24.121875,1.1201041666666667,-0.27083333333333215,2016,08,17
2016-08-18,,,,,,0.0,,40.186458333333334,3.5641666666666665,-0.19166666666666998,3642.9166666666665,,-68.125,23.89270833333333,1.1176041666666667,-0.22916666666666785,2016,08,18
2016-08-19,,,,,,0.0,,39.184375,3.5537499999999995,-1.0020833333333314,3589.1666666666665,,-53.75,23.006521739130434,1.1078260869565217,-0.886186594202897,2016,08,19
2016-08-20,,,,,,0.0,,38.559375,3.5471874999999997,-0.625,3542.5,,-46.666666666666515,22.404347826086955,1.1010869565217392,-0.6021739130434796,2016,08,20
2016-08-21,,,,,,0.0,,38.1625,3.5430208333333333,-0.3968750000000014,3475.7291666666665,,-66.77083333333348,22.102083333333336,1.0976041666666667,-0.30226449275361844,2016,08,21
2016-08-22,,,,,,0.0,,37.690625000000004,3.5379166666666664,-0.47187499999999716,3439.1666666666665,,-36.5625,21.905434782608694,1.0953260869565218,-0.1966485507246425,2016,08,22
2016-08-23,,,,,,0.0,,37.514583333333334,3.536145833333333,-0.17604166666666998,3373.4375,,-65.72916666666652,21.7625,1.0937500000000002,-0.14293478260869463,2016,08,23
2016-08-24,,,,,,0.0,,37.60208333333333,3.5370833333333334,0.08749999999999858,3319.1666666666665,,-54.270833333333485,21.868750000000002,1.095,0.10625000000000284,2016,08,24
2016-08-25,,,,,,0.0,,37.003125000000004,3.5307291666666667,-0.5989583333333286,3309.5833333333335,,-9.58333333333303,21.672916666666666,1.0927083333333334,-0.1958333333333364,2016,08,25
2016-08-26,,,,,,0.0,,36.68958333333333,3.5272916666666667,-0.3135416666666728,3304.0625,,-5.520833333333485,21.132608695652173,1.0861956521739131,-0.5403079710144922,2016,08,26
2016-08-27,,,,,,0.0,,36.145833333333336,3.521354166666667,-0.5437499999999957,3303.0208333333335,,-1.041666666666515,20.76304347826087,1.0818478260869566,-0.36956521739130466,2016,08,27
2016-08-28,,,,,,0.0,,36.137499999999996,3.5210416666666666,-0.008333333333339965,3299.2708333333335,,-3.75,20.885416666666668,1.0832291666666667,0.12237318840579903,2016,08,28
2016-08-29,,,,,,0.0,,36.192708333333336,3.5218749999999996,0.055208333333339965,3285.2083333333335,,-14.0625,20.983333333333334,1.0844791666666669,0.09791666666666643,2016,08,29
2016-08-30,,,,,,0.0,,36.31979166666667,3.5233333333333334,0.12708333333333144,3247.8125,,-37.395833333333485,21.402083333333334,1.0895833333333333,0.4187499999999993,2016,08,30
2016-08-31,,,,,,0.0,,36.4,3.5241666666666664,0.08020833333333144,3211.5625,,-36.25,21.95,1.0960416666666668,0.5479166666666657,2016,08,31
2016-09-01,,,,,,0.0,,38.123958333333334,3.5429166666666667,1.7239583333333357,3227.5,,15.9375,22.349999999999998,1.1005208333333334,0.3999999999999986,2016,09,01
2016-09-02,,,,,,0.0,,38.209375,3.5438541666666663,0.08541666666666714,3204.375,,-23.125,22.118750000000002,1.0979166666666667,-0.23124999999999574,2016,09,02
2016-09-03,,,,,,0.0,,37.387499999999996,3.535,-0.8218750000000057,3188.75,,-15.625,21.756249999999998,1.0938541666666668,-0.36250000000000426,2016,09,03
2016-09-04,,,,,,0.0,,36.93020833333333,3.53,-0.4572916666666629,3216.3541666666665,,27.604166666666515,21.724999999999998,1.0934375,-0.03125,2016,09,04
2016-09-05,,,,,,0.0,,37.043749999999996,3.53125,0.11354166666666288,3316.875,,100.52083333333348,21.808333333333334,1.0944791666666667,0.0833333333333357,2016,09,05
2016-09-06,,,,,,0.0,,36.54270833333333,3.5258333333333334,-0.5010416666666657,3492.9166666666665,,176.04166666666652,21.258333333333333,1.0879166666666669,-0.5500000000000007,2016,09,06
2016-09-07,,,,,,0.0,,36.78804347826087,3.5284782608695653,0.24533514492753739,3801.5625,,308.6458333333335,21.34,1.08875,0.081666666666667,2016,09,07
2016-09-08,,,,,,0.0,,35.671875,3.51625,-1.1161684782608674,3718.4375,,-83.125,20.802857142857142,1.0824285714285715,-0.5371428571428574,2016,09,08
2016-09-09,,,,,,0.0,,34.578125,3.5039583333333333,-1.09375,3606.4583333333335,,-111.97916666666652,20.570129870129872,1.0796103896103897,-0.23272727272727067,2016,09,09
2016-09-10,,,,,,0.0,,33.608333333333334,3.4929166666666664,-0.9697916666666657,3477.2916666666665,,-129.16666666666697,19.908333333333335,1.0713541666666668,-0.6617965367965368,2016,09,10
2016-09-11,,,,,,0.0,,32.91875,3.485,-0.6895833333333314,3372.9166666666665,,-104.375,19.45,1.065625,-0.4583333333333357,2016,09,11
2016-09-12,,,,,,0.0,,33.16354166666667,3.4879166666666666,0.2447916666666643,3331.5625,,-41.354166666666515,19.958333333333332,1.0719791666666667,0.5083333333333329,2016,09,12
2016-09-13,,,,,,0.0,,33.58020833333334,3.4927083333333333,0.4166666666666714,3301.25,,-30.3125,20.37391304347826,1.0771739130434783,0.4155797101449288,2016,09,13
2016-09-14,,,,,,0.0,,33.63645833333333,3.4933333333333336,0.056249999999991473,3301.0416666666665,,-0.20833333333348492,20.400000000000002,1.0775000000000001,0.0260869565217412,2016,09,14
2016-09-15,,,,,,0.0,,34.15208333333333,3.499166666666667,0.515625,3362.3958333333335,,61.35416666666697,20.827272727272728,1.0827272727272728,0.4272727272727259,2016,09,15
2016-09-16,,,,,,0.0,,33.588541666666664,3.4928125,-0.5635416666666657,3543.9583333333335,,181.5625,20.382608695652173,1.0772826086956522,-0.44466403162055457,2016,09,16
2016-09-17,,,,,,0.0,,32.73854166666667,3.4830208333333332,-0.8499999999999943,3698.75,,154.79166666666652,19.75,1.0693750000000002,-0.6326086956521735,2016,09,17
2016-09-18,,,,,,0.0,,32.528125,3.4805208333333333,-0.21041666666666714,3692.7083333333335,,-6.041666666666515,19.858333333333334,1.0707291666666667,0.10833333333333428,2016,09,18
2016-09-19,,,,,,0.0,,32.821875,3.4839583333333333,0.29374999999999574,3766.25,,73.54166666666652,20.275000000000002,1.0759375,0.41666666666666785,2016,09,19
2016-09-20,,,,,,0.0,,32.784375000000004,3.4836458333333336,-0.037499999999994316,3834.4791666666665,,68.22916666666652,20.304347826086957,1.076304347826087,0.029347826086954854,2016,09,20
2016-09-21,,,,,,0.0,,33.08645833333333,3.487083333333333,0.3020833333333286,3695.8333333333335,,-138.64583333333303,20.734375,1.0815625000000002,0.430027173913043,2016,09,21
2016-09-22,,,,,,0.0,0.0,35.33958333333333,3.5126041666666663,2.253124999999997,3805.2083333333335,,109.375,22.375,1.1008333333333333,1.640625,2016,09,22
2016-09-23,,,,,,0.0,0.0,37.496874999999996,3.536145833333333,2.1572916666666657,4089.2708333333335,,284.0625,22.806250000000002,1.105625,0.43125000000000213,2016,09,23
2016-09-24,,,,,,0.5,0.0,41.91875,3.5821875,4.421875000000007,4133.75,,44.479166666666515,25.214285714285715,1.1317857142857142,2.408035714285713,2016,09,24
2016-09-25,,,,,,0.0,0.0,38.61666666666667,3.548125,-3.3020833333333357,4166.25,,32.5,22.969117647058823,1.1073529411764707,-2.245168067226892,2016,09,25
2016-09-26,,,,,,0.0,0.0,35.34791666666667,3.512708333333333,-3.268749999999997,4082.7083333333335,,-83.54166666666652,20.28219178082192,1.076027397260274,-2.686925866236905,2016,09,26
2016-09-27,,,,,,0.0,0.0,33.83541666666667,3.4957291666666666,-1.5125000000000028,3930.2083333333335,,-152.5,,1.0627848101265824,,2016,09,27
2016-09-28,,,,,,0.0,0.0,33.145833333333336,3.4878125,-0.6895833333333314,3846.4583333333335,,-83.75,19.741666666666667,1.0692708333333334,,2016,09,28
2016-09-29,,,,,,0.0,0.0,32.63854166666667,3.481875,-0.5072916666666671,3753.4375,,-93.02083333333348,19.475,1.0659375000000002,-0.2666666666666657,2016,09,29
2016-09-30,,,,,,0.0,0.0,32.21041666666667,3.4769791666666667,-0.4281250000000014,3666.7708333333335,,-86.66666666666652,19.254545454545454,1.0631818181818182,-0.22045454545454746,2016,09,30
2016-10-01,,,,,,0.0,14.0,37.41458333333333,3.5338541666666665,5.204166666666666,3614.7916666666665,,-51.97916666666697,22.910416666666666,1.1054166666666667,3.6558712121212125,2016,10,01
2016-10-02,,,,,,16.0,13.7,56.46145833333333,3.7116666666666664,19.046875,3632.5,,17.708333333333485,36.15416666666667,1.2203125,13.243750000000002,2016,10,02
2016-10-03,0.88,,,42.0,,11.4,3.8,58.706250000000004,3.7358333333333333,2.2447916666666714,3703.6458333333335,,71.14583333333348,33.043749999999996,1.2005208333333333,-3.110416666666673,2016,10,03
2016-10-04,0.1,54.0,42.0,44.0,,2.8,5.3,54.87291666666667,3.706041666666667,-3.8333333333333357,3797.2916666666665,,93.64583333333303,31.578125,1.1893749999999998,-1.4656249999999957,2016,10,04
2016-10-05,0.23,61.0,39.0,41.0,,1.0,2.3,55.043749999999996,3.7069791666666667,0.17083333333332718,4042.2916666666665,,245.0,35.422916666666666,1.2176041666666666,3.8447916666666657,2016,10,05
2016-10-06,0.05,67.0,37.0,38.0,,0.5,2.5,54.584375,3.7030208333333334,-0.4593749999999943,4318.229166666667,,275.93750000000045,31.973958333333332,1.1916666666666667,-3.4489583333333336,2016,10,06
2016-10-07,0.01,,38.0,41.0,,0.0,0.0,47.01354166666667,3.633854166666667,-7.570833333333333,4380.520833333333,,62.29166666666606,26.885416666666668,1.1488541666666665,-5.088541666666664,2016,10,07
2016-10-08,,,,,,0.0,0.0,44.33645833333333,3.6076041666666665,-2.6770833333333357,4379.791666666667,,-0.7291666666660603,25.472916666666666,1.1346874999999998,-1.4125000000000014,2016,10,08
2016-10-09,,,,,,0.0,0.0,42.984375,3.5944791666666664,-1.3520833333333329,4333.541666666667,,-46.25,24.175,1.1208333333333333,-1.2979166666666657,2016,10,09
2016-10-10,,,,,,0.0,0.0,41.233333333333334,3.57625,-1.7510416666666657,4243.4375,,-90.10416666666697,23.40625,1.112291666666667,-0.7687500000000007,2016,10,10
2016-10-11,0.0,,,39.0,,0.0,0.0,40.9125,3.5731249999999997,-0.32083333333333286,4144.375,,-99.0625,23.29375,1.1110416666666667,-0.11250000000000071,2016,10,11
2016-10-12,0.0,,37.0,38.0,,0.0,0.0,40.32395833333333,3.5665625,-0.5885416666666714,4139.375,,-5.0,23.246875,1.1105208333333334,-0.046875,2016,10,12
2016-10-13,0.18,,38.0,46.0,,1.5,12.4,87.07291666666667,3.8216666666666668,46.74895833333334,4329.791666666667,,190.41666666666697,55.57395833333334,1.2730208333333335,32.327083333333334,2016,10,13
2016-10-14,3.31,,46.0,50.0,,41.9,96.0,526.6041666666666,5.401041666666667,439.53124999999994,4335.520833333333,,5.72916666666606,254.46875,1.9556250000000002,198.89479166666666,2016,10,14
2016-10-15,,,,,,4.6,13.2,628.375,5.473333333333334,101.77083333333337,4745.3125,,409.79166666666697,270.25208333333336,1.9514583333333333,15.78333333333336,2016,10,15
2016-10-16,,,,,,49.3,89.9,1679.3854166666667,7.069270833333333,1051.0104166666667,6154.270833333333,,1408.958333333333,751.8125,2.8958333333333335,481.56041666666664,2016,10,16
2016-10-17,5.93,,,48.0,,59.4,66.0,1410.5208333333333,6.843958333333333,-268.8645833333335,7219.895833333333,,1065.625,596.5729166666666,2.714375,-155.23958333333337,2016,10,17
2016-10-18,1.3,60.0,46.0,47.0,,31.0,32.8,1201.6770833333333,6.566458333333333,-208.84375,7360.520833333333,,140.625,637.6875,2.785833333333333,41.11458333333337,2016,10,18
2016-10-19,0.0,59.0,42.0,43.0,,1.3,0.3,543.75,5.5028125,-657.9270833333333,6775.104166666667,,-585.4166666666661,313.3229166666667,2.1334375,-324.3645833333333,2016,10,19
2016-10-20,0.0,66.0,43.0,46.0,,0.0,0.0,354.09375,5.0353125,-189.65625,6169.375,,-605.729166666667,203.47826086956522,1.8431521739130434,-109.84465579710147,2016,10,20
2016-10-21,0.0,70.0,46.0,51.0,,0.0,0.0,285.6354166666667,4.812395833333333,-68.45833333333331,5772.1875,,-397.1875,162.20652173913044,1.73,-41.27173913043478,2016,10,21
